hhno	logday	schml	pkdl	othl	mlwhl	midml	mlso
110001	2	0	0	0	0	0	2
110001	3	0	0	0	0	2	8
110001	4	0	0	0	0	2	8
110001	5	0	0	0	0	2	8
110001	6	0	0	0	0	2	8
110001	7	0	0	0	0	2	6
110002	6	0	0	0	0	3	3
110005	1	0	0	0	0	1	3
110005	2	0	0	0	0	1	1
110005	3	0	0	0	0	1	1
110005	4	0	0	0	0	1	1
110005	6	0	0	0	0	1	2
110005	7	0	0	0	0	1	1
110006	4	0	0	0	0	2	4
110006	6	0	0	0	0	0	2
110006	7	0	0	0	0	2	2
110007	7	2	0	1	0	2	2
110009	1	0	0	0	0	0	1
110009	2	0	0	0	0	0	1
110009	3	0	0	0	0	0	1
110009	6	0	0	0	0	0	1
110009	7	0	0	0	0	0	1
110010	3	0	0	0	0	2	2
110010	4	0	0	0	0	2	2
110010	5	0	0	0	0	2	2
110010	7	0	0	0	0	2	2
110011	3	0	0	0	0	2	4
110013	2	0	0	0	0	1	2
110013	3	0	0	0	0	4	7
110013	6	0	0	0	0	4	7
110013	7	0	0	0	0	1	2
110014	7	0	0	0	0	2	2
110016	1	0	2	0	0	1	1
110016	2	0	2	0	0	1	1
110016	3	0	0	0	0	1	1
110016	5	0	2	0	0	0	0
110016	6	0	2	0	0	1	1
110016	7	0	0	0	0	1	1
110017	3	0	0	0	0	2	2
110017	4	0	0	0	0	2	3
110017	5	0	0	0	0	3	3
110017	6	0	0	0	0	3	3
110017	7	0	0	0	0	3	3
110018	1	4	0	0	0	3	3
110018	4	4	0	0	0	3	3
110018	5	4	0	0	0	3	3
110018	6	4	0	0	0	3	3
110018	7	4	0	0	0	3	3
110019	1	2	0	0	0	1	1
110019	2	2	0	0	0	2	2
110019	3	0	0	0	0	0	1
110019	5	2	0	0	0	1	1
110019	6	2	0	0	0	1	1
110019	7	2	0	0	0	1	1
110020	1	0	0	0	0	1	1
110020	2	0	0	0	0	1	1
110020	5	0	0	0	0	1	1
110020	6	0	0	0	0	0	1
110020	7	0	0	0	0	1	1
110021	2	0	0	0	0	1	1
110021	3	0	0	0	0	1	2
110021	4	0	0	0	0	1	2
110021	5	0	0	0	0	1	2
110021	6	0	0	0	0	1	3
110021	7	0	0	0	0	1	4
110022	3	0	0	0	0	0	2
110023	2	0	0	0	0	1	2
110023	4	0	0	0	0	0	1
110023	5	0	0	0	0	1	1
110023	6	0	0	0	0	1	1
110024	1	2	0	0	0	2	2
110024	2	2	0	0	0	2	2
110024	3	0	0	1	0	3	3
110024	5	2	0	0	0	2	2
110024	6	2	0	0	0	2	2
110024	7	2	0	0	0	2	2
110025	1	0	0	0	0	1	5
110025	2	0	0	0	0	0	2
110025	3	0	0	0	0	1	1
110025	4	0	0	0	0	2	2
110025	5	0	0	0	0	1	1
110025	6	0	0	0	0	1	3
110025	7	0	0	0	0	1	4
110026	1	0	0	0	0	1	2
110026	2	0	0	0	0	2	3
110026	4	0	0	0	0	0	2
110026	5	0	0	0	0	3	4
110026	6	0	0	0	0	1	2
110026	7	0	0	0	0	1	2
110028	1	2	0	0	0	1	2
110028	2	2	0	0	0	1	1
110028	3	0	0	0	0	1	3
110028	7	2	0	0	0	1	1
110029	1	0	0	0	0	1	2
110032	1	0	0	0	0	2	4
110032	6	0	0	0	0	1	2
110032	7	0	0	0	0	2	4
110033	1	0	2	0	0	2	2
110033	2	0	2	0	0	2	2
110033	5	0	0	0	0	1	1
110033	6	0	0	0	0	1	1
110033	7	0	2	0	0	1	1
110034	1	0	0	0	0	2	2
110034	3	0	0	0	0	2	2
110034	5	0	0	0	0	0	2
110036	1	0	0	0	0	0	1
110036	2	0	0	0	0	0	1
110036	3	0	0	0	0	1	1
110036	4	0	0	0	0	1	1
110036	5	0	2	0	0	1	1
110036	6	0	2	0	0	0	0
110036	7	0	2	0	0	1	1
110037	1	2	0	0	0	1	1
110037	2	2	0	0	0	2	6
110037	3	0	0	0	0	0	2
110038	1	0	2	0	0	0	0
110038	2	0	2	0	0	0	0
110038	3	0	1	0	0	0	0
110038	4	0	1	0	0	0	0
110038	5	0	0	0	0	4	4
110038	7	0	0	0	0	0	1
110039	1	0	0	0	0	1	1
110039	2	0	0	0	0	1	1
110039	3	0	0	0	0	1	1
110039	4	0	0	0	0	1	1
110039	5	0	0	0	0	1	1
110042	1	8	0	0	0	5	5
110042	2	8	0	0	0	5	5
110042	3	8	0	0	0	5	5
110042	4	0	0	0	0	5	15
110042	6	8	0	0	0	4	4
110042	7	8	0	0	0	4	4
110045	4	0	0	0	0	0	1
110046	1	2	0	0	0	2	2
110046	6	0	0	0	0	0	4
110046	7	0	0	0	0	1	1
110047	3	0	0	0	0	0	1
110047	5	0	0	0	0	0	1
110047	6	0	0	0	0	0	2
110047	7	0	0	0	0	0	1
110048	2	0	0	0	0	2	4
110048	3	0	0	0	0	2	4
110048	4	0	0	0	0	2	4
110049	6	0	0	0	0	0	4
110050	1	0	0	0	0	1	2
110050	3	0	0	0	0	1	3
110050	4	0	0	0	0	1	4
110050	5	0	0	0	0	1	4
110050	6	0	0	0	0	1	4
110050	7	0	0	0	0	1	3
110051	1	0	0	0	0	1	3
110051	2	0	0	0	0	1	2
110051	3	0	0	0	0	0	2
110051	4	0	0	0	0	0	2
110051	6	0	0	1	0	3	6
110051	7	0	0	0	0	1	1
110053	4	0	0	0	0	1	1
110054	1	0	0	0	0	2	2
110054	2	0	0	0	0	2	2
110054	3	0	0	0	0	2	2
110054	4	0	0	0	0	0	6
110054	6	0	0	0	0	2	2
110054	7	0	0	0	0	2	2
110056	1	0	0	1	0	4	4
110056	2	0	0	0	0	1	1
110056	3	0	0	0	0	1	1
110056	4	0	0	0	0	1	1
110056	5	0	0	1	0	3	3
110056	7	0	0	0	0	1	1
110058	1	0	0	0	0	1	2
110058	6	0	0	0	0	1	2
110058	7	0	0	0	0	2	7
110061	1	0	0	0	0	3	5
110061	2	0	0	0	0	3	7
110061	3	2	0	0	0	3	6
110061	4	2	0	0	0	3	6
110061	5	2	0	0	0	3	6
110061	6	0	0	1	0	3	3
110061	7	0	0	1	0	3	3
110062	4	0	0	0	0	1	1
110062	6	0	0	0	0	1	3
110063	2	0	0	0	0	1	3
110063	3	0	0	0	0	1	4
