hhno	logday	schml	pkdl	othl	mlwhl	midml	mlso
100001	4	0	0	0	0	0	3
100001	6	0	0	0	0	2	2
100001	7	0	0	0	0	1	1
100002	2	0	0	0	0	2	2
100002	3	0	0	0	0	4	8
100002	4	0	0	0	0	0	2
100002	5	0	0	0	0	0	6
100002	6	0	0	0	0	1	4
100002	7	0	0	0	0	2	8
100003	4	0	0	0	0	0	3
100003	7	0	0	0	0	2	4
100004	1	0	0	0	0	1	3
100004	2	0	0	0	0	1	1
100004	3	0	0	0	0	1	3
100004	4	0	0	0	0	3	12
100004	6	0	0	0	0	2	4
100004	7	0	0	0	0	2	2
100005	2	0	0	0	0	0	12
100005	5	0	0	0	0	6	6
100005	6	0	0	0	0	6	6
100006	1	0	0	0	0	1	1
100006	6	0	2	0	0	0	0
100006	7	0	2	0	0	2	2
100007	1	0	0	0	0	1	2
100007	2	0	0	0	0	1	2
100007	3	0	0	0	0	1	2
100007	6	0	0	0	0	1	2
100007	7	0	0	0	0	1	2
100008	3	0	0	0	0	1	1
100008	4	0	0	0	0	1	1
100008	5	0	0	0	0	1	2
100008	6	0	0	0	0	1	2
100008	7	0	0	0	0	1	1
100009	1	0	0	0	0	2	2
100009	3	0	0	0	0	2	2
100009	5	0	0	0	0	0	2
100010	1	0	0	0	0	0	1
100010	2	0	0	0	0	0	1
100010	3	0	0	0	0	0	4
100010	4	0	0	0	0	0	8
100010	5	0	0	0	0	0	2
100010	6	0	0	0	0	0	1
100011	1	0	0	0	0	1	4
100011	2	0	0	0	0	0	2
100011	3	0	0	0	0	0	2
100011	4	0	0	0	0	0	3
100011	5	0	0	0	0	0	1
100011	6	0	0	0	0	1	4
100012	1	0	0	0	0	2	2
100012	2	0	0	0	0	2	2
100012	4	0	0	0	0	2	2
100012	6	0	0	0	0	1	1
100012	7	0	0	0	0	1	1
100013	1	0	0	1	0	3	9
100013	2	0	0	1	0	3	3
100013	7	2	0	0	0	2	3
100014	2	0	0	0	0	0	4
100014	5	0	0	0	0	0	2
100014	6	0	0	0	0	2	4
100014	7	0	0	0	0	2	6
100015	3	0	0	0	0	4	4
100015	5	0	0	0	0	0	4
100017	1	0	0	0	0	1	4
100017	2	0	0	0	0	1	4
100017	3	0	0	0	0	1	4
100017	4	0	0	0	0	1	4
100017	5	0	0	0	0	1	2
100018	7	2	0	0	0	1	1
100019	1	0	0	0	0	0	4
100025	1	0	0	0	0	0	2
100026	1	0	0	0	0	0	1
100027	1	0	0	0	0	1	1
100027	2	0	0	0	0	1	1
100027	3	0	0	0	0	1	1
100027	4	0	0	0	0	1	1
100027	5	0	0	0	0	0	1
100027	7	0	0	0	0	4	4
100028	3	0	0	0	0	0	1
100029	1	2	0	0	0	2	2
100029	2	0	0	0	0	1	1
100029	3	2	0	0	0	2	2
100029	6	2	0	0	0	2	2
100029	7	2	0	0	0	2	2
100030	1	0	0	0	0	2	7
100030	2	0	0	0	0	2	6
100030	3	0	0	0	0	2	5
100030	4	0	0	0	0	1	2
100030	5	0	0	0	0	0	1
